pair_ID	resume	jd	score
606	"Performed as Senior Android Developer in Fintech native app teamwhere my core responsibilities are taking architectural decisions,restructuring, refactoring, reviewing code and fixing the bugs."	"Experience applying computer science fundamentals in data structures, problem solving, and complexity analysis"	three
607	"Feature development, redesigning UI and writing test cases are alsoa crucial part of my current work."	Experience communicating technical problems to both technical and business audiences verbally and in writing	four
608	"Technologies: Java, JavaScript, Objective C, C#, Eclipse, XCode, VisualStudio, Windows, Linux, Mac, Sencha Touch, Android SDK, iOS, Ant,VMWare"	"Experience in mobile design patterns (MVVM), building mobile frameworks / SDKs, building custom UX widgets and optimizing apps for performance (Instruments)"	one
609	Mobile software testing automation.	Experience writing testable code and automating test regressions	two
610	"I’ve built numerous native Androidand iOS applications for big brands, and also back-end softwareto support them where needed."	Experience with multi-module application in a large distributed team environment.	four
611	Substituting our scrum-masters when any of them becoming unavailable andleading teams during the iterations	"Knowledge of professional software engineering practices including coding standards, code reviews, source control management, build processes, testing and operations"	two
612	"integration of the new major versions of the mobile advertisement providersSDKs,"	"Experience developing, releasing, and maintaining an Android app"	one
613	"REST architectures over the HTTP protocol, JSONrequest/response format, and others"	Experience with REST architecture for web services	three
614	Substituting our scrum-masters when any of them becoming unavailable andleading teams during the iterations	"Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations"	one
615	"Master's Degree, Computer Science, Artificial Intelligence"	Master’s degree in Computer Science or related field	five
616	I am mainly working on Android applications and frameworks development	Experience with Android frameworks	four
617	"I’ve built numerous native Androidand iOS applications for big brands, and also back-end softwareto support them where needed."	Develop and deliver new product features for our Android application	two
618	"I’ve learnt to have a critical eye about how things aredone by and around my team, to value team performance, to avoidunnecessary complexity and to always adapt to pursue the bestresults."	Improve engineering processes and tools to increase team effectiveness	four
619	"I’ve also supportedco-workers from other specialities and teams, e.g. investigating complexissues involving multiple back-end services, implementing features in backendsoftware, contributing improvements to iOS apps, etc."	Work across both technical and business focused teams to deliver value to our creators	four
620	Senior Android Developer May two0one6 - June two0one9 (three years two months)	two+ years of application development experience on Android	five
621	"I built this green field Android application withthe best available tools and techniques: one00% Kotlin, Android Data Binding,Dependency Injection w/ Dagger, REST APIs consumption with Retrofit andOkHttp, Continuous Integration and Delivery, static analysis, Unit and UI(Espresso) tests for all use cases, ProGuard/R8 integration for IntellectualProperty protection and download size optimisation, and much more."	"Strong proficiency with Java, Kotlin, and the Android development ecosystem"	four
622	"I’ve also spoken on importanttech events (eg: QCon SP, InterCon Android), universities, privatecompanies and local tech meetings in São Paulo as well as othercities in Brazil."	Ability to communicate complicated technical problems to both technical and business audiences	five
623	"Reported to project managers, directors and other team members"	Ability to communicate complicated technical problems to both technical and business audiences	two
624	"Bachelor of Engineering - BE, Elektrotechnik / Informatik · (two0oneone - two0onefive)"	Bachelor's degree or above in Computer Science or relevant field	one
625	"Ruby on Rails, Linux, PostgreSQL, XHTML, CSS, JavaScript"	"Familiarity with web technologies and languages (HTTP, REST, HTML, CSS, JavaScript)"	two
626	"While practising agile methods for both projects and softwareengineering, I’ve learnt to have a critical eye about how things aredone by and around my team, to value team performance, to avoidunnecessary complexity and to always adapt to pursue the bestresults."	Work in an Agile/Scrum environment to deliver high quality software against aggressive schedules	two
627	"I’ve also built customcomponents when those were not offered by the platform’s or threerdparty frameworks, like views, layout managers, gestures, etc"	Help define and implement standards and promote best practices for the Android development team	three
628	"I’ve built numerous native Androidand iOS applications for big brands, and also back-end softwareto support them where needed"	"Architect, design, develop and deploy new features for our Android apps, working with multiple back-end teams"	three
629	"Freelance Software Developer, Consultant April two0onefour - Present (6 years five months)"	two+ years of non-internship professional software development experience	five
630	"Technologies: Java, JavaScript, Objective C, C#, Eclipse, XCode, VisualStudio, Windows, Linux, Mac, Sencha Touch, Android SDK, iOS, Ant,VMWare."	"Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design"	four
631	"I architectured and developed mobile applications for Android, iOS and back-end Rails software/webservices to support them."	"one+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems."	one
632	"Bachelor of Science (BSc), Computer Science · (two0one0 - two0onethree)"	Bachelor’s Degree in Computer Science or related field	five
633	"A young and professional software engineer with considerableexperience in mobile development, native Android (five years) andother different platforms (two years)."	three years of professional software development experience	one
634	Senior Android Developer May two0one6 - June two0one9 (three years two months)	three years of software development experience using Java on Android	one
635	Real object recognition.	Proficiency in object oriented development and ability to apply OO concepts	one
636	"Interested in utilising modern agilemethodologies and practices such as Scrum, Kanban to provide ahigh quality product in the quickest time possible"	Work in an Agile/Scrum environment to deliver high quality software against aggressive schedules	three
637	Ensuring the reliability of coding through test driven development andproviding input into server side and UI designs	"Write clean, maintainable code and perform peer code-reviews."	two
638	"Managing every phase of the development life cycle for original apps fromdesign and programming through to testing, graphics and publishing"	Develop and deliver new product features for our Android application	three
639	"A young and professional software engineer with considerableexperience in mobile development, native Android (five years) andother different platforms (two years)."	three years of software development experience using Java on Android	three
640	"Performed as Senior Android Developer in Fintech native app teamwhere my core responsibilities are taking architectural decisions,restructuring, refactoring, reviewing code and fixing the bugs."	"Architect, design, develop and deploy new features for our Android apps, working with multiple back-end teams"	two
641	"Performed as Senior Android Developer in Fintech native app teamwhere my core responsibilities are taking architectural decisions,restructuring, refactoring, reviewing code and fixing the bugs."	"Write clean, maintainable code and perform peer code-reviews."	two
642	"Feature development, redesigning UI and writing test cases are alsoa crucial part of my current work."	"Architect, design, develop and deploy new features for our Android apps, working with multiple back-end teams"	one
643	"A young and professional software engineer with considerableexperience in mobile development, native Android (five years) andother different platforms (two years)."	Extensive knowledge of Android development techniques and practices	four
644	"built this green field Android application withthe best available tools and techniques: one00% Kotlin, Android Data Binding,Dependency Injection w/ Dagger, REST APIs consumption with Retrofit andOkHttp, Continuous Integration and Delivery, static analysis, Unit and UI(Espresso) tests for all use cases, ProGuard/R8 integration for IntellectualProperty protection and download size optimisation, and much more"	"Contribute best-in-class programming skills to develop highly innovative, consumer-facing Android apps."	three
645	"Managing every phase of the development life cycle for original apps fromdesign and programming through to testing, graphics and publishing"	Experience defining system architectures and exploring technical feasibility tradeoffs	two
646	"Finally, when Affinitas merged with Spark Networks, I was one of the veryfirst engineers to work on a completely new platform targeting high businessscalability, allowing the now publicly listed company much higher efficiencywhen launching new brands, acquiring/merging competitors, and expandingbrands to new markets/regions"	"Contribute best-in-class programming skills to develop highly innovative, consumer-facing Android apps"	four
647	"My collaboration dramatically improved the stabilityof the eDarling and EliteSingles apps, from 8x% to 99+% crash-free sessions."	Help define and implement standards and promote best practices for the Android development team	four
648	Managed contributions from 9 developers andprovided coaching to interns and junior developers	Ability to teach and mentor junior and mid-level engineers	five
649	"Unix/Linux Administration – Solaris, RedHat(RHEL), Oracle Linux,SuSe Linux, Hp-Ux, AIX."	"Experience with Networking (TCP/IP, DNS)"	three
650	"Cloud Computing - Amazon Web Services-AWS & CloudStack ,OpenStack"	Exposure to Cloud computing	five
651	Red Hat Certified SystemAdministrator (RHCSA)	Exposure to security concepts / best practices	two
652	"Infrastructure as code with terraform for AWS, DockerAWS, creating and launching ectwo instances, setting up VPC, configure autoscaling, backup and restore in Sthree Storage"	Exposure to Cloud computing	four
653	"Expertise in troubleshooting various system administration, cloudand DevOps environments"	"Experience troubleshooting system, application and networking issues in a Linux environment"	two
654	"Database - MySQL, Oracle one0g and oneonegRtwo"	"Experience with database technology, both relational and NoSQL"	three
655	"Scripting Language - Shell Script, HTML, Python, YMAL."	"Proficiency in one or more of Perl, Python, Ruby, Bash or Java"	two
656	"Installing, configuring and maintaining of RedHat/CentOS linux operatingsystem, Continuous Integration, Automation and Configuration Managementtools."	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	three
657	"Scripting Language - Shell Script, HTML, Python, YMAL."	"Experience with any of the following web development languages jQuery, Bootstrap, HTML, CSS, JavaScript, Angular, rails"	one
658	"Certified in Linux, Solaris, AWS Cloud Solutions Architect -Associate"	Exposure to Cloud computing	four
659	Creating virtual environment for testing the puppet modules with vagrantmachines.	Exposure to Virtualization	five
660	"Installation and configuration of Unix OS – Solaris, Linux(RHEL,OEL,SuSe)"	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	two
661	"User, package, yum and patch, firmware update to latest levelNew file systems, SVM & LVM, adding LUNs, import and export volumegroups, resize volumes. Multipath, LUNs, RAID configurations & networkconfigurations like FTP,NFS,NIS"	Exposure to security concepts / best practices	three
662	"Unix Server Design, Capacity & Planning for Unix Environment,Installing, Configuring, Implementing of all Unix flavors"	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	three
663	"Virtualization Administration (Solaris Zones, Containers,LDoms) RHEL Virtualization (KVM) VmWare Virtualization (ESX)"	Exposure to Virtualization	five
664	"Cloud technologies : CloudStack and Orchestration, Chef Knowledge on OpenStack and MySQL database"	Exposure to Cloud computing	four
665	"Virtualization administration : Zones, Containers, LDoms, KVM, L-Pars, XenServer/Client, VmWare"	Exposure to Virtualization	four
666	Writing automation scripts in shell for Unix/Linux administration tasks	"Experience troubleshooting system, application and networking issues in a Linux environment"	one
667	Wrote PLSQL code and backup recovery using Veritas	"Experience with database technology, both relational and NoSQL"	two
668	"Displayed proficiency in handling, configuring, and installing the following: Oracle 9i/one0g (Windows and Linux servers) Oracle 9i/one0g MySQL databse"	"Experience with database technology, both relational and NoSQL"	three
669	Migrated SQL server and MySQL into Oracle project	"Experience with database technology, both relational and NoSQL"	two
670	Spearheaded the management and maintenance of Debian and VMWareservers	Exposure to Virtualization	one
671	Took charge of maintaining Linux (Red Hat and CentOS) servers	"Experience troubleshooting system, application and networking issues in a Linux environment"	three
672	"Capitalized on industry expertise in installing, configuring, andtroubleshooting Solaris one0 and oneone andvirtualization-"	"Experience troubleshooting system, application and networking issues in a Linux environment"	three
673	Handled the setup and configuration of QFS on Solaris as well asimplementation of simple cluster on Red HatLinux 6.four and MySQL	"Experience with Networking (TCP/IP, DNS)"	one
674	"Integrated PCI security on Solaris and Red Hat (four.X,five.X,6.X) in implementingSecurity sheet on the customer’sservers in addition to following up with the Risk Management Department forthe results and enhancementsthat are required based on their business need"	Exposure to security concepts / best practices	three
675	"Capitalized on industry expertise in installing, configuring, andtroubleshooting Solaris one0 and oneone andvirtualization-"	Exposure to Virtualization	one
676	Led the automation of Oracle DB and MySQL instances utilizing a privatecloud with Linux servers	"Experience with database technology, both relational and NoSQL"	three
677	Led the automation of Oracle DB and MySQL instances utilizing a privatecloud with Linux servers	Exposure to Cloud computing	one
678	Carry out the automation of daily and repetitive tasks including Backup Scriptto backup AWS servers DB andapplication server from centralized server	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	two
679	Apply security patches in the implementation of Peripheral ComponentInterconnect (PCI) security standards on servers	Exposure to security concepts / best practices	three
680	Maintain and troubleshoot CUPs servers while monitoring production serversutilizing SolarWinds andCentreon (FAN)	"Experience troubleshooting system, application and networking issues in a Linux environment"	three
681	"Administer more than 80 production servers and onefive0 development, QC, andQA environments-"	Exposure to security concepts / best practices	two
682	Pioneered the implementation of business continuity plan and disasterrecovery for GT.M database as well asVista on Docker for testing	Exposure to security concepts / best practices	two
683	"My area of expertise includes; Unix systems administration and maintenance Infrastructure as a code with automation DB integration and administration such as MySQL, NoSQL DB(GTM) Cloud infrastructure"	"Experience with database technology, both relational and NoSQL"	three
684	"For the purpose of automation and global administration, myexperience involves the use of Bash scripting, Ansible, Puppet andTerraform which I use in my day to day tasks"	"Experience with Networking (TCP/IP, DNS)"	two
685	I am a Specialised Linux Engineer with experience in DevOpsn withover onefive years	"four+ year experience with systems administration in Linux/Unix (Ubuntu, CentOS, RedHat, Solaris, etc.)"	five
686	"My area of expertise includes creating, maintaining,hardening and administering Linux systems which includes Redhat,CentOS, SUSE and Debian."	"Experience with Networking (TCP/IP, DNS)"	one
687	Windows and Linux System Administrator July two0one0 - Present (one0 years two months)	"four+ year experience with systems administration in Linux/Unix (Ubuntu, CentOS, RedHat, Solaris, etc.)"	three
688	"In this position I will take part in daily linux/unix support, as well as offeringassistance with project tasks."	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	one
689	Experience: Sun Solaris 8/9/one0 Tru6four Unix Red Hat Enterprise Linux four/five Vmware ESX	Exposure to Virtualization	two
690	Performing day-two-day operations like incident and problem solving for all Unix(HP Tru6four) and Linux (RHEL) systems	"Experience troubleshooting system, application and networking issues in a Linux environment"	two
691	"Tasks are performing administration of the existing environment, as well asparticipation in projects regarding installation of new environments, hardwarerefreshes etc."	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	one
692	Performing day-two-day operations like incident and problem solving for all Unix(Solaris) and Linux systems. Happy to be involved in the Data Centre Moveproject as well. It is a highly skilled team in a challenging environment with lotsof unix work.	"Hands-on experience managing efforts in Unix environments, distributed systems and/or maintaining large-scale web applications"	three
693	Performing day-two-day operations like incident and problem solving for all Unix(HP Tru6four) and Linux (RHEL) systems	"Experience troubleshooting system, application and networking issues in a Linux environment"	two
694	Also involved in SAN migrations andsome VMware esx work.	Exposure to Virtualization	two
695	"Professional skills in this team are, Solaris, Oracle DBA, LDAP,Apache"	"Experience with database technology, both relational and NoSQL"	one
696	"Professional skills in this team are, Red Hat EnterpriseLinux (RHELfour), VMware ESX, Windows, JBoss"	Exposure to security concepts / best practices	one
697	"Professional skills in this team are, Red Hat EnterpriseLinux (RHELfour), VMware ESX, Windows, JBoss"	Exposure to Virtualization	two
698	"BS, Information Technology · (two00one - two00five)"	"Bachelor’s degree in Computer Science, Computer Engineering or similar technical field"	three
699	Software Test Engineer September two0one6 - Present (four years)	four+ years of experience as a Software Development Engineer in Test (SDET)	five
700	Develop python scripts to implement these test cases	"Experience developing automation in at least one of OO languages - Java, C#/C++, Python"	two
701	"one0+ years of experience in testing Web applications and WebServices on all major platforms i.e. on Windows, Linux and Macmostly in agile environment."	Experienced in mobile (iOS and Android) and web test automation	five
702	"Experience of leading and delivering Automated Testing throughoutthe life cycle, Load Testing, Continues Integration, developingframeworks for Automated Testing and developing systems forApplication Health Monitoring."	Demonstrated experience in test framework design and development	one
703	Report bugs using issue tracking too	"Experience with testing methodologies (Unit, Scrum)"	one
704	"one0+ years of experience in testing Web applications and WebServices on all major platforms i.e. on Windows, Linux and Macmostly in agile environment."	four+ years of experience as a Software Development Engineer in Test (SDET)	three
705	"Specialties: Software Testing, Exploratory Testing, TestManagement, Test Automation, Selenium,Test Complete, SOAPui,JMeter, QaTraq, TestLink, Ant, JUnit/TestNG, Groovy, Ruby,Continuous Integration"	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	three
706	"Responsible to work closely with developers, managers andtest team to Plan, manage and execute required Testing activities throughoutthe lifecycle of many different products"	"Excellent communication, collaboration, reporting, analytical and problem solving skills"	four
707	White and Gray box Testing of complex distributed application of PBOindustry	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	two
708	"Involved in improving the current Testing life cycle, Test Managementand Test automation life cycle."	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	three
709	Automating desktop Applications using TestComplete and Web services using SOAPui	"Coding experience with automated testing frameworks, tools, services, and physical devices"	two
710	Research and development of Test Automation Solution mostly using opensource tools.	"Coding experience with automated testing frameworks, tools, services, and physical devices"	four
711	Working with QA Manager to improve and optimize SoftwareTesting Life Cycle and training other testers on Test Automation.	Experience influencing software engineering best practices within your team	three
712	Managing Test Automation and Continuous Integration related stuff andtraining other Testers on Test Automation	Experience influencing software engineering best practices within your team	two
713	I have morethan six years of experience as a software test engineer	four+ years of experience as a Software Development Engineer in Test (SDET)	three
714	Create High-Level Scenarios document Write test cases for each scenario. Execute regression testing to ensure that the system under testingis meeting the requirement document	Demonstrated experience in test framework design and development	four
715	Execute test cases manual/automated	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	one
716	Report bugs using issue tracking too	Demonstrated experience in test framework design and development	two
717	Using python script language to develop an automated test cases to test theAPI.	"Coding experience with automated testing frameworks, tools, services, and physical devices"	two
718	Using python script language to develop an automated test cases to test theAPI.	"Experience developing automation in at least one of OO languages - Java, C#/C++, Python"	three
719	Using the selenium webdriver framework to test the front end functionality	"Coding experience with automated testing frameworks, tools, services, and physical devices"	one
720	Using a lot of web vulnerability scanner tools to do the security testing	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	two
721	"As a Testing Engineer, I create High Level Scenarios document, writetest cases for each scenario, execute test cases, write scripts to automateexecution process, report bugs using issue tracking tool (Jira) and executeregression testing to ensure that Switch Automation System hardware andmobile software releases meet the requirement document."	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	five
722	"As a Testing Engineer, I create High Level Scenarios document, writetest cases for each scenario, execute test cases, write scripts to automateexecution process, report bugs using issue tracking tool (Jira) and executeregression testing to ensure that Switch Automation System hardware andmobile software releases meet the requirement document."	Demonstrated experience in test framework design and development	four
723	"As a Testing Engineer, I create High Level Scenarios document, writetest cases for each scenario, execute test cases, write scripts to automateexecution process, report bugs using issue tracking tool (Jira) and executeregression testing to ensure that Switch Automation System hardware andmobile software releases meet the requirement document."	"Coding experience with automated testing frameworks, tools, services, and physical devices"	three
724	"As a verification Engineer I create, enhance and execute manual andautomated test plans to ensure that IP hardware and software releases meetspecified quality standards."	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	one
725	Development of Java Web application: The purpose of the application is tobe a web service for remote computing	"Strong, object-oriented design and coding skills"	two
726	"Highly passionate tester that like to use different technologies,methodologies and techniques for assuring high quality of software"	Ability to effectively articulate technical challenges and solutions	one
727	QA for PHPStorm:- Exploratory Testing- Bug verifications- Performance test automation- User's bug reproduction	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	three
728	Duties and Responsibilities: Test planning Release and sprint planning Manual testing and test automation Review of existing and creation of new test cases Newcomers onboarding and mentoring Bugs’ root cause analysis	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	three
729	Duties and Responsibilities: Test planning Release and sprint planning Manual testing and test automation Review of existing and creation of new test cases Newcomers onboarding and mentoring Bugs’ root cause analysis	Demonstrated experience in test framework design and development	two
730	Definition of test cases for new and updated software components	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	one
731	"Selenium WebDriver, Selenide, RestAssured, Cucumber, JIRA, Confluence,Zephyr, Java, Swagger UI, RESTful API, Git, Jenkins, Travis, Maven, Scrum,BrowserStack, Chrome development tools, HockeyApp, iOS, Android"	"Experience with testing methodologies (Unit, Scrum)"	one
732	"Selenium WebDriver, Selenide, RestAssured, Cucumber, JIRA, Confluence,Zephyr, Java, Swagger UI, RESTful API, Git, Jenkins, Travis, Maven, Scrum,BrowserStack, Chrome development tools, HockeyApp, iOS, Android"	"Experience with Android, iOS or other mobile application development or testing"	one
733	Definition of test cases for new and updated software components	Demonstrated experience in test framework design and development	three
734	Verification of software according to requirements and business flows	Demonstrated experience in test framework design and development	one
735	Identification and documentation of bugs	Demonstrated experience in test framework design and development	two
736	"Test planning, creation of test cases and user stories"	Experienced in Agile or Scrum software development methodologies	one
737	"Bamboo, JIRA, Confluence, Putty, Scrum, Chrome development tools, iOS,XCode, Android, Windows Phone"	Experienced in Agile or Scrum software development methodologies	one
738	"Bamboo, JIRA, Confluence, Putty, Scrum, Chrome development tools, iOS,XCode, Android, Windows Phone"	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	two
739	Mobile testing and cross-browser UI testing	"Experience with Android, iOS or other mobile application development or testing"	two
740	Tight collaboration with developers and product owner within distributed team	Experience influencing software engineering best practices within your team	three
741	Defects reporting and verification	Demonstrated experience in test framework design and development	one
742	Test cases creation and maintenance	Demonstrated experience in test framework design and development	two
743	Cross-browser testing	Experience with API automation testing including unit test automation frameworks	one
744	I have morethan 7 years experience in Agile Software testing with SCRUM	"Experience with testing methodologies (Unit, Scrum)"	four
745	"I have expertise in all stages of Software Development and Testing Life Cycle. , Web and Mobile Application testing for Android and iOS applications."	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	three
746	"I have expertise in all stages of Software Development and Testing Life Cycle. , Web and Mobile Application testing for Android and iOS applications."	"Experience with Android, iOS or other mobile application development or testing"	five
747	"I also have a sound knowledge of HTML, CSS, XMLand JavaScript."	"Experience developing automation in at least one of OO languages - Java, C#/C++, Python"	four
748	Functional and Technical experience involving Planning and Testing of Software	Demonstrated experience in test framework design and development	one
749	"Experience in Test Case Reviews, Test Case Writing, Test Cases"	Demonstrated experience in test framework design and development	two
750	"Experience in Functional Testing, Performance Testing on Symbian platform"	"Experience with Android, iOS or other mobile application development or testing"	one
751	Writing scripts for stress and reliability test execution using in-house scripting language	"Strong, object-oriented design and coding skills"	one
752	Help resolution of issues by collecting phone logs as requested by the development team	Experience influencing software engineering best practices within your team	two
753	Make outbound calls to Small Businesses provided by the researchdatabase.	"Excellent communication, collaboration, reporting, analytical and problem solving skills"	three
754	Work towards achieving individual and team targets in terms of number ofcalls and surveys completed successfully	"Excellent communication, collaboration, reporting, analytical and problem solving skills"	one
755	Excellent communication and analytical skills	"Excellent communication, collaboration, reporting, analytical and problem solving skills"	four
756	Expirience with App testing - iOS and Android	"Experience with Android, iOS or other mobile application development or testing"	three
757	"Experience testing within various methods and knowledge aboutthe underlying management principles: Agile, Scrum"	Experienced in Agile or Scrum software development methodologies	three
758	Experience with performance and load testing of web applications	Experienced in mobile (iOS and Android) and web test automation	three
759	Test execution of test cases and test scenarios - Offboard DiagnosticInformation System Engineering (ODIS E)- Creating Defects in ALM- Retesting Defects- Validation of new features	Demonstrated experience in test framework design and development	two
760	Test execution of test cases and test scenarios /in RMsis - RequirementsManagement for JIRA/	Demonstrated experience in test framework design and development	one
761	Testing of iPhone and Android apps for mySPIN	"Experience with Android, iOS or other mobile application development or testing"	one
762	Testing of iPhone and Android apps for Incontrol apps - Jaguar & Land Rover	"Experience with Android, iOS or other mobile application development or testing"	two
763	Testing of Cloud service & Webtools	Experience with API automation testing including unit test automation frameworks	one
764	Testing of iPhone and Android apps for Audi Athree e-tron-	"Experience with Android, iOS or other mobile application development or testing"	two
765	Senior C++ developer with 9 years experience	"Experience developing automation in at least one of OO languages - Java, C#/C++, Python"	three
766	test of previous articles- plan to improve- design to include improvements and requirements- review new item and improvements- test of the new item	Demonstrated experience in test framework design and development	one
767	"Automation QA Test Engineer having more than 7+ years ofexperience in the software testing industry, mainly in Web andMobile application testing."	four+ years of experience as a Software Development Engineer in Test (SDET)	three
768	"Automation QA Test Engineer having more than 7+ years ofexperience in the software testing industry, mainly in Web and Mobile application testing."	Experienced in mobile (iOS and Android) and web test automation	three
769	Expertise in Selenium automation using Selenium Web Driver with Java	"Experience developing automation in at least one of OO languages - Java, C#/C++, Python"	two
770	Expertise in Selenium automation using Selenium Web Driver with Java	"Coding experience with automated testing frameworks, tools, services, and physical devices"	one
771	Experience in Mobile Automation Using Appium with Java for Both Android & iOS	Experienced in mobile (iOS and Android) and web test automation	five
772	"Full life cycle experience across Waterfall, Agile and Scrummethodologies"	Experienced in Agile or Scrum software development methodologies	five
773	Designed and implemented automation framework from scratchfor Page Objects Model	Experience with API automation testing including unit test automation frameworks	two
774	"Experience in writing tests for E-commerce based webapplications in Selenium with Hybrid, POS"	"Coding experience with automated testing frameworks, tools, services, and physical devices"	three
775	Basic with databases and knowledge of Structured Query Language (SQL)	"Strong, object-oriented design and coding skills"	two
776	Maintained the automation code and resources in source controls like GITHub over the time for improvements and newfeatures.	Experience with open source tools and resource	one
777	"Worked with QA team to test, prevent problems & measuresuccess together with Business Analyst to understand the needs& expectation of the client, to clarify requirements and makerecommendations"	Experience influencing software engineering best practices within your team	four
778	"Excellent knowledge in Requirement Analysis, Requirement Traceability Matrix, Test Strategy, Test Plan, Test Cases to cover allproduct functionality, Test Execution, Defect Management, DefectLog/ Tracking, and Reporting"	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	four
779	"Experience in preparation of Test scenarios, Test cases, Test casereviews, Test data collection, Test execution and Defect reporting"	Demonstrated experience in test framework design and development	three
780	"Thorough hand on experience with all levels of testing includingSmoke, Sanity, Usability, Functional, Integration, Regression,Retesting and User Acceptance Testing"	"Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role"	four
781	"Working Knowledge in Selenium andAppium Automation Tools, Working Knowledge in Performance Testing usingJmeter and BlazeMeter"	"Coding experience with automated testing frameworks, tools, services, and physical devices"	three
782	"Experienced System Engineer (Windows, Linux) and DatabaseAdministrator/Engineer (Microsoft SQL, DataStax EnterpriseCassandra, MySQL, MariaDB, AWS RDS, OCI) with a demonstratedhistory of working in the financial services industry in enterprise levelserver environments"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	two
783	"Collaborate with software vendors and other technical staff to develop,design, implement and continuously improve the database system stack"	"Experience working directly with customers, resolving database, systems and infrastructure-related issues and providing systems architecture leadership"	two
784	"Experienced System Engineer (Windows, Linux) and DatabaseAdministrator/Engineer (Microsoft SQL, DataStax EnterpriseCassandra, MySQL, MariaDB, AWS RDS, OCI) with a demonstratedhistory of working in the financial services industry in enterprise levelserver environments"	"Familiarity with AWS technologies including RDS/Aurora, Redshift and Sthree etc"	one
785	"Automation and Designing a framework for deployment, customization,upgrades, and monitoring through CI/CD tools (Ansible, Terraform, GitLab,Control-M, Datadog)"	Proven track record of automating tasks	four
786	Collaborate with software vendors and other technical staff to develop	Excellent communication skills	one
787	"Lead in analyzing, recommending, maintaining and documenting productionautomation, monitoring systems operation and database system standard,policy, and architecture with engagement in the data center migration"	Monitor and maintain database security and database software.	three
788	"A highlymotivated and ambitious individual able to give timely and accurateadvice, guidance, support, and training to team members andindividuals"	Highly motivated individual always looking to grow and learn.	five
789	Possessing excellent technical and management skills and having the ability to work with the minimum of supervision whilstleading a team of nine or more	Highly motivated individual always looking to grow and learn.	one
790	"Lead in analyzing, recommending, maintaining and documenting productionautomation, monitoring systems operation and database system standard,policy, and architecture with engagement in the data center migration"	"Test, validate and implement performance and resource optimization improvements in consultation with development Teams"	two
791	"Automation and Designing a framework for deployment, customization,upgrades, and monitoring through CI/CD tools (Ansible, Terraform, GitLab,Control-M, Datadog)"	"Experience in creating automation tools for managing relational databases (auditing, account management, discovery, and schema deployment)"	three
792	"Develop, maintain and enforce SLA to ensure service and infrastructure availability"	Monitor and maintain database security and database software	three
793	"Collaboration with engineering, quality engineering and product management to architect and build systems/features that are highly available, reliable andsecure"	"Review, design and develop data models in conjunction with the application development teams"	four
794	"Administration, deployment, planning, maintenance, upgrade, patching,optimization, performance tuning of MySQL, MariaDB, Microsoft SQL includingSSRS, Power BI Report Server, SSIS, SSAS, Datastax Enterprise Cassandraincluding OpsCenter, AWS RDS, OCI"	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	five
795	Implementing/maintaining database failover mechanism and perform disaster recovery exercises for mission-critical databases	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	four
796	"Driving improvements in database performance via changes logical andphysical data organization (partitioning), tuning and configuration"	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	three
797	Developed automated and optimized process for archiving/purging data with respect to foreign keys for MySQL/MariaDB using Percona Toolkit	Proven track record of automating tasks	five
798	"As an MS SQL Server and DataStax Enterprise (DSE) DBA/architect,managed enterprise environment with database servers, including MS SQLServer two008 Rtwo/two0onefour/two0one6/two0one7, DSE five/6, located on Windows Server two0onetwoRtwo/two0one6, RHEL 6/7 physical and virtual servers"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	three
799	"Developing a database with metadata, automating data collection usingscripts from all database systems centralizing collected data"	Proven track record of automating tasks	three
